,Predicciones,host_response_rate,price,host_acceptance_rate,room_type,accommodates,availability_30,availability_365,availability_60,availability_90,bedrooms,beds,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,calendar_updated,latitude,longitude,maximum_maximum_nights,maximum_minimum_nights,maximum_nights,maximum_nights_avg_ntm,minimum_maximum_nights,minimum_minimum_nights,minimum_nights,minimum_nights_avg_ntm,number_of_reviews,number_of_reviews_l30d,number_of_reviews_ltm,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,reviews_per_month
174,38.268406265327705,50.0,1815.0,0.0,,2.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.44614,-99.15868,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,4.89,4.89,4.67,5.0,4.78,5.0,4.89,0.1
437,83.39949156933638,50.0,182.0,86.0,,2.0,11,346,41.0,71.0,1.0,3.0,2,0.0,0,2,,19.32944,-99.16091,1125.0,2.0,1125,1125.0,1125.0,1.0,1.0,1.3,9.0,0.0,5.0,4.89,4.89,4.67,5.0,4.78,5.0,4.89,0.1
443,90.74641243277964,90.0,450.0,100.0,,2.2,1,302,55.8,27.0,1.0,12.0,1,0.0,0,1,,19.44329,-99.10947,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,6.3,1.0,17.0,4.83,4.94,4.93,4.91,4.68,4.83,4.93,0.73
472,88.64729218608156,100.0,272.0,96.0,,2.2,26,354,56.0,86.0,1.0,2.0,2,0.0,1,1,,19.43883,-99.15283,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,25.0,0.0,3.0,4.8,4.68,4.48,4.72,4.8,4.4,4.6,0.26
499,90.74641243277964,100.0,320.0,100.0,,2.0,16,351,46.0,76.0,1.0,1.0,2,0.0,1,1,,19.35409,-99.1566,1125.0,2.0,30,1125.0,1125.0,2.0,2.0,2.0,6.3,1.0,4.0,4.7,4.86,4.62,4.9,4.9,4.58,4.57,1.47
515,38.268406265327705,33.0,200.0,0.0,,1.0,28,363,58.0,88.0,1.0,1.0,1,0.0,0,1,,19.42006,-99.15327,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.01
579,72.90389033584599,95.0,5030.0,66.0,,2.2,30,365,60.0,90.0,1.0,2.0,19,2.0,11,2,,19.42884,-99.13573,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.01
615,83.39949156933638,50.0,182.0,86.0,,2.0,12,347,42.0,72.0,1.0,3.0,2,0.0,0,2,,19.33435,-99.16144,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.01
663,87.07295200105801,90.0,246.0,93.0,,2.2,26,361,56.0,86.0,1.0,8.0,1,0.0,0,1,,19.42818,-99.16122,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,6.3,3.0,3.3,4.65,4.75,4.51,4.7,4.86,4.58,4.59,1.17
1166,38.268406265327705,0.0,3800.0,0.0,,2.0,30,365,60.0,90.0,1.0,2.0,1,0.0,0,1,,19.40665,-99.15955,34.0,4.0,34,34.0,34.0,4.0,4.0,4.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,5.0,4.5,5.0,0.02
1243,38.268406265327705,0.0,222.0,0.0,,2.0,29,89,59.0,89.0,1.0,1.0,1,0.0,0,1,,19.37201,-99.2,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,2.0,0.0,0.0,4.5,4.5,4.5,4.5,5.0,4.5,5.0,0.02
1384,86.5481719393835,100.0,799.0,92.0,,2.0,21,351,46.0,76.0,1.0,2.0,17,0.0,15,2,,19.36783,-99.2,1124.0,1.0,1124,1124.0,1124.0,1.0,1.0,1.0,16.0,0.0,0.0,5.0,4.75,4.69,4.88,4.94,4.75,4.88,0.22
1408,86.5481719393835,100.0,799.0,92.0,,4.0,20,355,50.0,80.0,1.0,2.0,17,0.0,15,2,,19.36686,-99.2,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,12.0,0.0,0.0,4.83,4.92,4.92,4.92,4.92,4.67,4.75,0.17
1435,72.90389033584599,95.0,3201.0,66.0,,2.2,28,363,58.0,88.0,1.0,2.0,19,2.0,11,2,,19.42889,-99.13582,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,4.58,4.82,4.79,4.78,4.67,4.52,4.61,0.67
1535,38.268406265327705,0.0,584.7,0.0,,3.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.33251,-99.23823,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,4.58,4.82,4.79,4.78,4.67,4.52,4.61,0.67
1781,38.268406265327705,0.0,396.0,0.0,,1.0,30,90,60.0,90.0,1.0,4.0,1,0.0,0,1,,19.32671,-99.13942,30.0,1.0,30,30.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,4.58,4.82,4.79,4.78,4.67,4.52,4.61,0.67
1792,81.3003713226383,100.0,250.0,82.0,,1.0,30,90,60.0,90.0,1.0,7.0,2,0.0,0,2,,19.39701,-99.06568,7.0,1.0,7,7.0,7.0,1.0,1.0,1.0,52.0,0.0,3.0,4.58,4.82,4.79,4.78,4.67,4.52,4.61,0.67
1802,81.3003713226383,100.0,250.0,82.0,,1.0,28,88,58.0,88.0,1.0,7.0,2,0.0,0,2,,19.39872,-99.06529,7.0,1.0,7,7.0,7.0,1.0,1.0,1.0,4.0,0.0,2.0,4.0,4.67,4.33,4.33,3.33,4.33,4.33,0.05
2254,55.58614830058684,100.0,350.0,33.0,,1.0,29,364,59.0,89.0,1.0,1.0,1,0.0,0,1,,19.46031,-99.14565,30.0,1.0,30,30.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,4.17,4.17,4.83,4.5,4.67,4.33,4.17,0.71
2314,87.59773206273253,100.0,196.0,94.0,,1.0,0,332,27.0,57.0,1.0,1.0,2,0.0,0,2,,19.31766,-99.16544,365.0,1.0,365,365.0,365.0,1.0,1.0,1.0,6.0,0.0,6.0,4.17,4.17,4.83,4.5,4.67,4.33,4.17,0.71
2335,64.50740934905367,100.0,363.0,50.0,,1.0,0,0,55.8,84.0,1.0,1.0,2,0.0,1,1,,19.31947,-99.14869,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,4.65,4.96,4.7,4.87,4.87,4.43,4.61,0.35
2336,87.59773206273253,100.0,203.0,94.0,,1.0,0,147,28.0,58.0,1.0,1.0,2,0.0,0,2,,19.32172,-99.16194,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,23.0,2.0,6.0,4.65,4.96,4.7,4.87,4.87,4.43,4.61,0.35
2502,79.20125107594022,100.0,1906.0,78.0,,2.0,0,0,55.8,84.0,1.0,2.0,1,0.0,0,1,,19.3971,-99.10629,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,16.0,0.0,3.0,5.0,5.0,5.0,4.94,4.75,4.88,4.94,0.25
2535,38.268406265327705,0.0,584.7,0.0,,2.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.36154,-99.15249,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
2602,38.268406265327705,0.0,329.0,0.0,,8.0,30,365,60.0,90.0,1.0,7.0,1,0.0,0,1,,19.30091,-99.15932,365.0,30.0,365,365.0,365.0,2.0,30.0,22.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
2617,73.4286703975205,0.0,226.0,67.0,,2.0,30,365,60.0,90.0,1.0,2.0,2,0.0,0,2,,19.28528,-99.22093,1125.0,120.0,1125,1125.0,1125.0,120.0,120.0,120.0,0.0,0.0,0.0,4.5,4.0,3.0,5.0,3.0,4.0,4.5,0.03
2741,73.4286703975205,100.0,500.0,67.0,,2.0,28,88,58.0,88.0,1.0,1.0,1,0.0,0,1,,19.33113,-99.14989,1125.0,4.0,1125,1125.0,1125.0,4.0,4.0,4.0,2.0,0.0,1.0,4.5,4.0,3.0,5.0,3.0,4.0,4.5,0.03
2752,90.74641243277964,100.0,730.0,100.0,,4.0,0,333,28.0,58.0,1.0,2.0,2,1.0,0,1,,19.44147,-99.16485,1125.0,2.0,100,1125.0,1125.0,2.0,2.0,2.0,6.3,1.0,4.0,4.88,4.97,4.74,4.92,4.84,4.87,4.8,1.72
3040,38.268406265327705,90.0,300.0,0.0,,2.0,29,364,59.0,89.0,1.0,1.0,1,0.0,0,1,,19.44359,-99.16647,6.0,2.0,6,6.0,6.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
3110,90.74641243277964,90.0,250.0,100.0,,2.0,0,26,55.8,26.0,1.0,1.0,2,0.0,1,1,,19.4118,-99.14451,1125.0,1.0,15,1125.0,1125.0,1.0,1.0,1.0,28.0,0.0,0.0,4.89,4.96,4.32,5.0,4.86,4.79,4.75,0.42
3119,38.268406265327705,13.0,270.0,0.0,,1.0,27,87,57.0,87.0,1.0,1.0,1,0.0,0,1,,19.41116,-99.12539,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,1.0,0.0,0.0,4.75,5.0,4.75,4.5,5.0,4.5,4.92,0.02
3120,90.74641243277964,13.0,450.0,100.0,,2.0,30,180,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.40102,-99.17654,1125.0,14.0,1125,1125.0,1125.0,14.0,14.0,14.0,13.0,0.0,0.0,4.75,5.0,4.75,4.5,5.0,4.75,4.92,0.2
3145,39.842746450351264,13.0,200.0,3.0,,1.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.28482,-99.14765,7.0,5.0,7,7.0,7.0,3.0,5.0,4.4,1.0,0.0,0.0,4.6,4.7,4.5,4.7,4.7,4.5,4.6,0.02
3246,39.842746450351264,13.0,350.0,3.0,,1.0,28,363,58.0,88.0,1.0,1.0,6,0.0,5,1,,19.40829,-99.10902,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,7.0,0.0,1.0,4.86,5.0,4.86,4.86,5.0,4.71,4.71,0.11
3299,74.47823052086954,0.0,192.0,69.0,,1.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.44445,-99.17778,10.0,10.0,10,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,4.38,4.63,4.88,4.88,4.63,4.88,4.88,0.15
3930,74.47823052086954,0.0,300.0,69.0,,4.0,30,90,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.26477,-99.2006,18.0,2.0,18,18.0,18.0,2.0,2.0,2.0,0.0,0.0,0.0,4.38,4.63,4.88,4.88,4.63,4.88,4.88,0.15
3939,74.47823052086954,60.0,413.0,69.0,,1.0,28,363,58.0,88.0,1.0,1.0,6,0.0,2,4,,19.44803,-99.18615,60.0,1.0,60,60.0,60.0,1.0,1.0,1.0,8.0,0.0,0.0,4.38,4.63,4.88,4.88,4.63,4.88,4.88,0.15
4059,38.268406265327705,100.0,200.0,0.0,,2.0,25,172,52.0,82.0,1.0,1.0,1,0.0,0,1,,19.44979,-99.13706,7.0,3.0,7,7.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
4073,90.74641243277964,50.0,350.0,100.0,,1.0,30,365,60.0,90.0,1.0,1.0,2,0.0,1,1,,19.26262,-99.17713,20.0,3.0,20,20.0,20.0,3.0,3.0,3.0,0.0,0.0,0.0,4.6,4.7,4.5,4.7,4.7,4.5,4.6,0.1
4092,90.74641243277964,50.0,219.0,100.0,,2.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.34271,-99.06489,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,1.0,0.0,1.0,4.6,4.7,4.5,4.7,4.7,4.5,4.6,0.1
4336,90.74641243277964,0.0,1300.0,100.0,,3.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.32502,-99.2,7.0,1.0,7,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,2.33,2.33,2.33,2.33,2.33,2.33,2.33,0.06
4512,90.74641243277964,0.0,6529.0,100.0,,2.0,30,90,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.42141,-99.1161,15.0,1.0,15,15.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,2.33,2.33,2.33,2.33,2.33,2.33,2.33,0.06
4638,90.74641243277964,60.0,600.0,100.0,,1.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.30564,-99.2,6.0,1.0,6,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,2.33,2.33,2.33,2.33,2.33,2.33,2.33,0.06
4855,90.74641243277964,60.0,1300.0,100.0,,2.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.41657,-99.15377,30.0,1.0,30,30.0,30.0,1.0,1.0,1.0,3.0,0.0,1.0,2.33,2.33,2.33,2.33,2.33,2.33,2.33,0.06
5072,74.47823052086954,60.0,413.0,69.0,,1.0,30,365,60.0,90.0,1.0,1.0,6,0.0,2,4,,19.44809,-99.18555,60.0,1.0,60,60.0,60.0,1.0,1.0,1.0,12.0,0.0,4.0,4.67,4.5,4.67,4.58,4.67,4.67,4.67,0.22
5152,90.74641243277964,100.0,110.0,100.0,,1.0,30,365,60.0,90.0,1.0,1.0,9,0.0,1,8,,19.40444,-99.16269,1125.0,1.0,180,1125.0,1125.0,1.0,1.0,1.0,22.0,0.0,9.0,4.09,4.64,3.82,4.59,4.59,4.0,3.95,0.45
5191,90.74641243277964,80.0,700.0,100.0,,2.0,29,364,59.0,89.0,1.0,1.0,2,0.0,1,1,,19.44713,-99.21094,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,1.0,0.0,1.0,4.6,4.7,4.5,4.7,2.0,4.5,4.6,0.16
5220,83.39949156933638,80.0,450.0,86.0,,2.0,0,0,55.8,84.0,1.0,1.0,1,0.0,0,1,,19.34279,-99.17109,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
5238,90.74641243277964,29.0,500.0,100.0,,1.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.36731,-99.20276,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,1.0,0.0,1.0,4.6,4.7,4.5,4.7,4.7,4.5,4.6,0.16
5709,38.268406265327705,29.0,191.0,0.0,,1.0,29,179,59.0,89.0,1.0,1.0,2,0.0,1,1,,19.28085,-99.05478,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,4.0,0.0,0.0,3.75,3.5,2.75,4.0,3.5,3.5,3.0,0.09
5727,90.74641243277964,100.0,330.0,100.0,,7.0,29,179,59.0,89.0,1.0,2.0,6,0.0,0,6,,19.44989,-99.16035,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,8.0,0.0,0.0,4.88,5.0,4.75,5.0,5.0,4.75,4.38,0.16
5748,90.74641243277964,100.0,650.0,100.0,,3.0,26,357,52.0,82.0,1.0,3.0,5,1.0,3,1,,19.44977,-99.15633,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0.1
5841,90.74641243277964,100.0,330.0,100.0,,7.0,29,364,59.0,89.0,1.0,2.0,6,0.0,0,6,,19.44828,-99.16225,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,3.0,0.0,0.0,4.67,4.67,4.67,4.67,5.0,4.67,4.67,0.06
5864,55.58614830058684,100.0,1000.0,33.0,,1.0,0,0,55.8,84.0,1.0,1.0,1,0.0,0,1,,19.3598,-99.15468,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,1.0,0.0,0.0,4.6,4.7,4.0,4.7,4.0,2.0,4.6,0.02
5935,90.74641243277964,100.0,321.0,100.0,,7.0,30,180,60.0,90.0,1.0,2.0,6,0.0,0,6,,19.45009,-99.16198,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,19.0,0.0,5.0,5.0,5.0,4.84,4.95,4.95,4.89,4.95,0.38
5996,90.74641243277964,100.0,250.0,100.0,,1.0,17,351,47.0,77.0,1.0,1.0,1,0.0,0,1,,19.38345,-99.2001,365.0,1.0,365,365.0,365.0,1.0,1.0,1.0,5.0,0.0,3.0,4.8,4.6,4.8,4.6,4.6,4.2,4.6,0.39
6008,90.74641243277964,100.0,330.0,100.0,,7.0,29,364,59.0,89.0,1.0,2.0,6,0.0,0,6,,19.4481,-99.16179,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,3.0,0.0,0.0,5.0,5.0,5.0,4.67,5.0,4.33,5.0,0.06
6045,90.74641243277964,100.0,225.0,100.0,,3.0,25,360,55.0,85.0,1.0,2.0,9,0.0,1,8,,19.40444,-99.16269,1125.0,1.0,180,1125.0,1125.0,1.0,1.0,1.0,3.0,1.0,3.0,2.67,3.67,3.0,3.33,3.67,3.33,2.67,2.25
6107,64.50740934905367,0.0,3000.0,50.0,,6.0,30,365,60.0,90.0,1.0,6.0,2,0.0,0,2,,19.30985,-99.17269,180.0,30.0,180,180.0,180.0,30.0,30.0,30.0,0.0,0.0,0.0,4.6,4.7,4.5,4.7,4.7,4.5,4.6,0.02
6134,90.22163237110513,100.0,400.0,99.0,,4.0,23,358,53.0,83.0,1.0,3.0,1,0.0,0,1,,19.31864,-99.17257,30.0,3.0,30,30.0,30.0,3.0,3.0,3.0,1.0,0.0,0.0,4.6,4.7,4.5,4.7,4.7,4.5,4.6,0.02
6179,90.22163237110513,100.0,214.0,99.0,,4.0,0,0,55.8,84.0,1.0,1.0,1,0.0,0,1,,19.39205,-99.14208,15.0,1.0,15,15.0,15.0,1.0,1.0,1.0,9.0,0.0,0.0,4.56,4.33,4.44,4.56,4.56,4.56,4.44,0.18
6342,90.22163237110513,100.0,545.0,99.0,,2.0,30,365,60.0,90.0,1.0,1.0,8,3.0,4,1,,19.39257,-99.16286,1125.0,1.0,50,1125.0,1125.0,1.0,1.0,1.0,56.0,0.0,1.0,4.86,4.91,4.77,4.96,4.96,4.84,4.93,1.17
6419,89.6968523094306,100.0,300.0,98.0,,1.0,24,170,50.0,80.0,1.0,2.0,3,0.0,2,1,,19.39862,-99.09517,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,61.0,2.0,27.0,4.9,4.9,4.89,4.85,4.92,4.82,4.79,1.3
6487,90.74641243277964,0.0,400.0,100.0,,2.0,28,268,58.0,88.0,1.0,2.0,1,0.0,0,1,,19.26399,-99.16803,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,0.02
6630,90.74641243277964,100.0,588.0,100.0,,1.0,30,64,60.0,64.0,1.0,6.0,7,0.0,4,3,,19.4295,-99.13583,365.0,3.0,365,99.3,2.0,1.0,1.0,2.4,8.0,0.0,7.0,4.5,4.5,4.25,4.13,4.5,4.38,4.38,0.29
6631,90.74641243277964,100.0,559.0,100.0,,1.0,27,58,57.0,58.0,1.0,6.0,7,0.0,4,3,,19.42972,-99.13564,365.0,3.0,365,99.1,1.0,1.0,1.0,2.4,3.0,0.0,3.0,5.0,5.0,5.0,4.67,5.0,5.0,5.0,0.27
6721,90.74641243277964,100.0,547.0,100.0,,1.0,30,61,60.0,61.0,1.0,8.0,7,0.0,4,3,,19.43109,-99.13571,365.0,3.0,365,99.4,2.0,1.0,1.0,2.4,28.0,1.0,27.0,4.75,4.71,4.75,4.71,4.82,4.46,4.75,0.66
7018,90.74641243277964,0.0,192.0,100.0,,2.0,29,364,59.0,89.0,1.0,2.0,2,0.0,0,2,,19.28517,-99.22131,1125.0,120.0,1125,1125.0,1125.0,120.0,120.0,120.0,0.0,0.0,0.0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,0.09
7188,90.74641243277964,50.0,350.0,100.0,,1.0,29,179,59.0,89.0,1.0,2.0,1,0.0,0,1,,19.35808,-99.25466,10.0,1.0,10,10.0,10.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,0.09
7325,38.268406265327705,0.0,400.0,0.0,,2.0,30,365,60.0,90.0,1.0,2.0,1,0.0,0,1,,19.34827,-99.18891,30.0,1.0,30,30.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,4.44,4.61,4.11,4.61,4.78,4.5,4.28,0.02
7544,90.74641243277964,0.0,4400.0,100.0,,3.0,30,179,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.34195,-99.18017,1125.0,6.0,1125,1125.0,1125.0,6.0,6.0,6.0,0.0,0.0,0.0,4.44,4.61,4.11,4.61,4.78,4.5,4.28,0.02
7608,90.74641243277964,0.0,280.0,100.0,,6.0,30,365,60.0,90.0,1.0,6.0,1,0.0,0,1,,19.38502,-99.13206,1125.0,7.0,30,1125.0,1125.0,7.0,7.0,7.0,0.0,0.0,0.0,4.44,4.61,4.11,4.61,4.78,4.5,4.28,0.02
7613,90.74641243277964,0.0,476.0,100.0,,2.0,24,359,54.0,84.0,1.0,5.0,1,0.0,0,1,,19.4,-99.2,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,1.0,0.0,0.0,4.44,4.61,4.11,4.61,4.78,4.5,4.28,0.02
7640,90.74641243277964,0.0,219.0,100.0,,2.0,30,30,30.0,30.0,1.0,2.0,1,0.0,0,1,,19.34165,-99.2,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,4.44,4.61,4.11,4.61,4.78,4.33,4.28,0.44
7839,90.74641243277964,0.0,236.0,100.0,,1.0,28,178,58.0,88.0,1.0,1.0,2,0.0,1,1,,19.31062,-99.1057,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,0.0,0.0,0.0,4.44,4.61,4.11,4.61,4.78,4.33,4.28,0.44
7891,90.74641243277964,100.0,83.0,100.0,,1.0,26,361,56.0,86.0,1.0,2.0,9,0.0,1,8,,19.40444,-99.16269,1125.0,1.0,180,1125.0,1125.0,1.0,1.0,1.0,18.0,0.0,6.0,4.44,4.61,4.11,4.61,4.78,4.33,4.28,0.44
7904,90.74641243277964,100.0,94.0,100.0,,2.0,23,358,53.0,83.0,1.0,2.0,9,0.0,1,8,,19.40444,-99.16269,1125.0,1.0,180,1125.0,1125.0,1.0,1.0,1.0,18.0,1.0,6.0,4.72,4.89,4.67,4.83,4.94,4.78,4.78,0.43
7911,90.74641243277964,100.0,103.0,100.0,,1.0,1,335,30.0,60.0,1.0,1.0,9,0.0,1,8,,19.40444,-99.16269,1125.0,1.0,90,1125.0,1125.0,1.0,1.0,1.0,17.0,0.0,7.0,4.5,4.75,4.44,4.81,4.75,4.56,4.63,0.41
8186,86.5481719393835,100.0,500.0,92.0,,2.0,0,0,55.8,84.0,1.0,1.0,2,0.0,1,1,,19.40132,-99.14315,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,20.0,0.0,5.0,4.95,4.9,4.55,4.9,5.0,4.85,4.95,0.51
8192,38.268406265327705,0.0,250.0,0.0,,2.0,29,364,59.0,89.0,1.0,1.0,1,0.0,0,1,,19.27449,-99.20953,7.0,1.0,7,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,4.75,5.0,5.0,4.75,5.0,0.21
8235,90.74641243277964,0.0,823.0,100.0,,2.0,30,365,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.44516,-99.0644,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,4.75,5.0,5.0,4.75,5.0,0.21
8435,90.74641243277964,100.0,521.0,100.0,,1.0,24,174,54.0,84.0,1.0,1.0,5,0.0,4,1,,19.40991,-99.16413,1125.0,2.0,90,1125.0,1125.0,2.0,2.0,2.0,4.0,0.0,2.0,5.0,5.0,4.75,5.0,5.0,4.75,5.0,0.21
8512,90.74641243277964,100.0,2314.0,100.0,,8.0,0,0,55.8,84.0,1.0,2.0,2,0.0,0,2,,19.40381,-99.16238,1125.0,1.0,30,1125.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,0.03
8550,90.74641243277964,100.0,1200.0,100.0,,5.0,0,0,55.8,84.0,1.0,5.0,2,0.0,0,2,,19.40503,-99.16024,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,0.03
8621,64.50740934905367,0.0,250.0,50.0,,4.0,30,365,60.0,90.0,1.0,4.0,2,0.0,0,2,,19.30908,-99.17281,180.0,30.0,180,180.0,180.0,30.0,30.0,30.0,1.0,0.0,0.0,4.6,4.7,4.5,4.7,4.7,4.5,4.6,0.05
8633,90.74641243277964,100.0,106.0,100.0,,1.0,29,364,59.0,89.0,1.0,1.0,9,0.0,1,8,,19.40527,-99.16192,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,22.0,0.0,18.0,4.55,4.59,4.59,4.73,4.95,4.59,4.59,0.57
8644,90.74641243277964,100.0,83.0,100.0,,1.0,30,365,60.0,90.0,1.0,2.0,9,0.0,1,8,,19.40354,-99.16188,1125.0,1.0,1125,1125.0,1125.0,1.0,1.0,1.0,21.0,1.0,14.0,4.71,4.9,4.81,4.81,5.0,4.86,4.86,0.53
8743,89.17207224775609,98.0,1457.0,97.0,,8.0,20,325,39.0,60.0,1.0,8.0,34,0.2,15,1,,19.43628,-99.18551,1125.0,3.0,365,1125.0,1125.0,1.0,1.0,1.0,6.0,0.0,5.0,4.0,4.5,3.83,4.5,4.17,4.0,4.17,0.42
8883,90.74641243277964,100.0,1700.0,100.0,,4.0,30,90,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.35455,-99.07393,1125.0,3.0,1125,1125.0,1125.0,3.0,3.0,3.0,1.0,0.0,1.0,4.6,4.7,4.5,4.7,4.7,4.5,4.6,0.2
9042,38.268406265327705,100.0,350.0,0.0,,2.0,30,180,60.0,90.0,1.0,1.0,1,0.0,0,1,,19.29148,-99.12506,1125.0,2.0,1125,1125.0,1125.0,2.0,2.0,2.0,0.0,0.0,0.0,4.46,4.65,4.27,4.77,4.81,4.5,4.5,0.7
9144,90.74641243277964,100.0,94.0,100.0,,1.0,27,362,57.0,87.0,1.0,1.0,9,0.0,1,8,,19.40548,-99.16198,1125.0,1.0,180,1125.0,1125.0,1.0,1.0,1.0,26.0,2.0,17.0,4.46,4.65,4.27,4.77,4.81,4.5,4.5,0.7
9442,89.6968523094306,70.0,342.0,98.0,,1.0,30,192,60.0,90.0,1.0,1.0,12,0.0,9,3,,19.42645,-99.14252,1125.0,3.0,1125,1125.0,1125.0,1.0,1.0,1.0,6.3,2.0,3.3,4.51,4.69,4.42,4.36,4.63,4.42,4.56,0.8
9443,89.6968523094306,70.0,379.0,98.0,,1.0,22,177,48.0,75.0,1.0,1.0,12,0.0,9,3,,19.42767,-99.14219,1125.0,3.0,1125,1125.0,1125.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
